Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,53.0,248.7,44.87,21.19,66.05,50.7,21.6,0.9,19.2,0.22,,,,,,,93.12,0.72,39.64,,0.0,,,
2024-01-01 00:15:00,51.0,227.17,43.82,19.43,63.25,49.2,21.2,0.9,19.1,0.17,,,,,0.54,,93.11,0.7,32.55,,0.0,,,
2024-01-01 00:30:00,51.0,226.9,44.1,17.78,61.88,48.5,21.4,0.9,19.1,0.18,,,,,0.02,,93.14,0.51,26.3,,0.0,,,
2024-01-01 00:45:00,51.0,226.9,44.24,15.37,59.61,47.0,21.1,0.9,19.5,0.06,,,,,,,93.16,0.7,37.58,,0.0,,,
2024-01-01 01:00:00,49.0,226.9,44.86,16.31,61.17,48.6,21.5,0.9,19.2,0.21,,,,,,,93.14,0.67,64.41,,0.0,,,
2024-01-01 01:15:00,49.0,217.91,44.35,17.77,62.13,49.8,21.7,0.9,19.3,0.17,,,,,,,93.13,0.7,51.81,,0.0,,,
2024-01-01 01:30:00,49.0,217.8,42.1,21.07,63.17,49.0,22.2,0.9,19.1,0.13,,,,,,,93.14,0.61,61.17,,0.0,,,
2024-01-01 01:45:00,49.0,217.8,42.86,22.52,65.38,49.8,22.1,0.9,19.2,0.16,,,,,,,93.13,0.7,36.88,,0.0,,,
2024-01-01 02:00:00,61.0,217.8,44.44,22.07,66.51,51.6,22.4,0.8,19.3,0.15,,,,,,,93.12,0.71,47.63,,0.0,,,
2024-01-01 02:15:00,62.0,214.93,44.84,24.13,68.97,52.8,22.7,0.8,19.0,0.13,,,,,,,93.13,0.7,42.5,,0.0,,,
2024-01-01 02:30:00,62.0,214.9,44.83,25.69,70.53,53.1,22.7,0.8,19.2,0.1,,,,,,,93.11,0.71,42.26,,0.0,,,
2024-01-01 02:45:00,62.0,214.9,43.18,26.94,70.11,53.9,22.5,0.8,18.8,0.08,,,,,,,93.04,0.62,42.64,,0.0,,,
2024-01-01 03:00:00,59.0,214.9,44.05,24.51,68.56,53.6,22.1,0.8,19.0,0.1,,,,,,,93.08,0.61,46.88,,0.0,,,
2024-01-01 03:15:00,59.0,229.62,43.92,22.44,66.37,51.0,22.1,0.7,19.0,0.14,,,,,,,93.09,0.71,44.86,,0.0,,,
2024-01-01 03:30:00,59.0,229.8,43.77,21.12,64.89,49.8,21.7,0.8,19.1,0.08,,,,,,,93.09,0.64,23.23,,0.0,,,
2024-01-01 03:45:00,59.0,229.8,43.63,20.42,64.05,51.0,21.6,0.8,19.3,,,,,,,,93.08,0.5,24.8,,0.0,,,
2024-01-01 04:00:00,59.0,229.8,43.48,20.46,63.94,51.1,21.5,0.8,19.2,0.12,,,,,,,93.12,0.6,21.67,,0.0,,,
2024-01-01 04:15:00,59.0,246.99,43.86,18.4,62.25,48.7,21.3,0.8,19.3,0.11,,,,,,,93.12,0.66,40.96,,0.0,,,
2024-01-01 04:30:00,59.0,247.2,45.09,15.28,60.37,48.0,20.9,0.8,19.4,0.09,,,,,,,93.17,0.29,8.74,,0.0,,,
2024-01-01 04:45:00,59.0,247.2,44.76,14.72,59.48,47.1,21.4,0.8,19.4,0.12,,,,,,,93.15,0.32,26.08,,0.0,,,
2024-01-01 05:00:00,70.0,247.2,43.31,17.73,61.05,47.6,21.7,0.8,19.3,0.03,,,,,,,93.13,0.65,34.42,,0.0,,,
2024-01-01 05:15:00,70.0,272.5,42.92,20.56,63.48,48.9,21.9,0.8,19.3,,,,,,,,93.13,0.51,23.7,,0.0,,,
2024-01-01 05:30:00,70.0,272.8,42.5,22.09,64.6,49.2,21.9,0.8,19.4,,,,,,,,93.13,0.35,19.92,,0.0,,,
2024-01-01 05:45:00,70.0,272.8,43.68,23.49,67.17,51.1,22.4,0.8,19.5,,,,,,,,93.13,0.43,41.34,,0.0,,,
2024-01-01 06:00:00,74.0,272.8,43.33,25.3,68.63,52.1,22.1,0.8,19.7,0.08,,,,,,,93.13,0.29,16.79,,0.0,,,
2024-01-01 06:15:00,74.0,291.87,43.28,26.02,69.29,52.8,22.2,0.7,19.6,0.11,,,,,,,93.13,0.63,59.88,,0.0,,,
2024-01-01 06:30:00,74.0,292.1,43.92,26.5,70.42,53.6,22.7,0.7,19.1,0.08,,,,,,,93.06,0.63,46.01,,0.0,,,
2024-01-01 06:45:00,74.0,292.1,42.95,26.24,69.19,52.4,22.3,0.7,19.3,0.48,,,,,,,93.05,0.41,67.86,,0.0,,,
2024-01-01 07:00:00,67.0,292.1,44.5,23.44,67.94,51.6,21.9,0.7,19.2,0.07,,,,,,,93.1,0.04,340.59,,0.0,,,
2024-01-01 07:15:00,67.0,245.86,45.04,21.53,66.57,51.1,21.6,0.7,19.3,0.11,,,,,,,93.09,0.69,36.35,,0.0,,,
2024-01-01 07:30:00,67.0,245.3,45.93,19.7,65.64,50.1,21.7,0.7,19.1,0.11,,,,,,,93.09,0.33,14.63,,0.0,,,
2024-01-01 07:45:00,67.0,245.3,45.89,18.81,64.7,49.1,21.4,0.7,19.6,0.08,,,,,,,93.09,0.16,68.08,,0.0,,,
2024-01-01 08:00:00,59.0,245.3,45.04,16.88,61.91,48.6,21.4,0.7,19.2,,,,,,,,93.13,0.64,186.99,,0.0,,,
2024-01-01 08:15:00,59.0,219.71,44.57,16.23,60.8,47.6,21.2,0.7,19.3,0.08,,,,,,,93.17,0.43,23.39,,0.0,,,
2024-01-01 08:30:00,59.0,219.4,44.92,14.3,59.22,46.8,21.5,0.7,19.6,0.16,,,,,,,93.16,0.47,48.47,,0.0,,,
2024-01-01 08:45:00,59.0,219.4,44.64,15.13,59.77,46.5,21.4,0.8,19.5,0.08,,,,,,,92.98,0.35,72.08,,0.0,,,
2024-01-01 09:00:00,63.0,219.4,44.18,17.89,62.07,47.7,21.8,0.7,19.4,0.08,,,,,,,92.56,0.58,111.88,,0.0,,,
2024-01-01 09:15:00,63.0,290.16,43.46,19.95,63.41,48.9,22.0,0.7,19.1,0.16,,,,,,,92.98,0.65,39.38,,0.0,,,
2024-01-01 09:30:00,63.0,291.0,44.48,21.34,65.83,50.9,22.4,0.7,19.2,0.08,,,,,,,92.63,0.69,49.86,,0.0,,,
2024-01-01 09:45:00,63.0,291.0,44.73,22.84,67.57,52.0,22.3,0.7,19.2,,,,,,,,90.79,0.23,29.86,,0.0,,,
2024-01-01 10:00:00,63.0,291.0,45.92,23.19,69.11,54.0,22.4,0.7,19.3,0.15,,,,,,,88.52,0.61,43.49,,0.0,,,
2024-01-01 10:15:00,63.0,244.07,47.35,22.36,69.72,56.3,22.3,0.7,18.9,0.13,,,,,,,85.35,0.54,46.03,,0.0,,,
2024-01-01 10:30:00,63.0,243.5,46.14,23.93,70.07,55.5,22.1,0.7,18.6,0.16,,,,,,,82.31,0.71,56.68,,0.0,,,
2024-01-01 10:45:00,63.0,243.5,46.07,21.48,67.55,53.3,22.2,0.7,19.0,0.08,,,,,,,79.55,0.57,38.21,,0.0,,,
2024-01-01 11:00:00,65.0,243.5,47.11,20.0,67.11,52.9,21.5,0.7,18.9,0.32,,,,,,,78.58,0.71,50.19,,0.0,,,
2024-01-01 11:15:00,65.0,235.2,47.84,18.64,66.49,53.0,21.7,0.7,19.2,0.09,,,,,,,77.01,0.49,37.91,,0.0,,,
2024-01-01 11:30:00,65.0,235.1,45.78,20.03,65.81,52.0,21.6,0.7,19.0,,,,,,,,75.2,0.35,45.78,,0.0,,,
2024-01-01 11:45:00,65.0,235.1,44.12,20.51,64.62,49.9,21.1,0.7,19.5,0.05,,,,,,,75.12,0.65,67.75,,0.0,,,
2024-01-01 12:00:00,62.0,235.1,46.32,19.16,65.48,51.4,21.4,0.7,18.9,,,,,,,,72.68,0.11,214.16,,0.0,,,
2024-01-01 12:15:00,62.0,255.45,45.72,18.1,63.82,50.1,21.4,0.7,19.5,0.16,,,,,,,68.8,0.58,51.7,,0.0,,,
2024-01-01 12:30:00,62.0,255.7,45.44,18.72,64.16,50.6,22.0,0.8,19.7,0.12,,,,,,,65.13,0.66,59.08,,0.0,,,
2024-01-01 12:45:00,62.0,255.7,45.31,21.0,66.31,51.6,22.0,0.8,19.8,0.11,,,,,,,61.18,0.13,37.21,,0.0,,,
2024-01-01 13:00:00,65.0,255.7,44.94,23.82,68.76,53.1,22.5,0.8,19.6,0.11,,,,,,,59.45,0.09,174.35,,0.0,,,
2024-01-01 13:15:00,65.0,286.43,45.18,26.67,71.85,55.9,22.0,0.8,19.7,0.25,,,,,,,56.99,0.06,14.18,,0.0,,,
2024-01-01 13:30:00,65.0,286.8,45.39,30.65,76.05,57.3,22.4,0.8,19.7,0.16,,,,,,,60.32,0.17,194.67,,0.0,,,
2024-01-01 13:45:00,65.0,286.8,46.58,30.6,77.17,58.2,22.2,0.8,19.5,0.04,,,,,,,64.52,0.25,38.63,,0.0,,,
2024-01-01 14:00:00,81.0,286.8,45.81,32.2,78.01,58.7,22.4,0.8,19.9,0.16,,,,,,,63.53,0.34,29.23,,0.0,,,
2024-01-01 14:15:00,82.0,322.18,45.46,33.02,78.48,59.7,22.8,0.8,19.5,0.08,,,,,,,67.13,0.05,353.41,,0.0,,,
2024-01-01 14:30:00,82.0,322.6,45.23,32.35,77.58,58.6,22.4,0.8,19.3,0.08,,,,,,,64.23,0.09,50.96,,0.0,,,
2024-01-01 14:45:00,82.0,322.6,43.04,31.94,74.98,56.2,22.0,0.7,19.7,0.07,,,,,,,63.88,0.03,114.04,,0.0,,,
2024-01-01 15:00:00,76.0,322.6,41.88,31.24,73.12,54.9,21.8,0.7,19.2,0.11,,,,,,,70.66,0.19,7.49,,0.0,,,
2024-01-01 15:15:00,75.0,293.55,43.11,28.0,71.1,54.2,21.7,0.7,19.7,0.32,,,,,,,74.41,0.31,22.19,,0.0,,,
2024-01-01 15:30:00,75.0,293.2,42.59,26.7,69.29,53.0,21.5,0.7,19.3,0.25,,,,,,,75.75,0.41,33.19,,0.0,,,
2024-01-01 15:45:00,75.0,293.2,43.81,25.09,68.9,53.5,21.5,0.7,19.7,0.1,,,,,,,77.85,0.45,19.84,,0.0,,,
2024-01-01 16:00:00,57.0,293.2,44.11,22.88,66.99,52.9,21.7,0.7,19.2,0.16,,,,,,,80.05,0.3,10.42,,0.0,,,
2024-01-01 16:15:00,55.0,222.05,42.76,20.59,63.35,50.3,21.8,0.7,19.8,0.07,,,,,,,83.01,0.11,306.66,,0.0,,,
2024-01-01 16:30:00,55.0,221.2,43.2,20.14,63.35,49.3,21.9,0.8,19.6,0.32,,,,,,,85.51,0.12,358.79,,0.0,,,
2024-01-01 16:45:00,55.0,221.2,43.22,20.71,63.92,49.6,21.8,0.7,19.7,0.09,,,,,,,88.74,0.11,314.66,,0.0,,,
2024-01-01 17:00:00,48.0,221.2,42.83,22.05,64.88,50.7,22.3,0.7,19.4,0.08,,,,,,,92.22,0.11,256.32,,0.0,,,
2024-01-01 17:15:00,48.0,227.13,43.56,24.21,67.77,51.3,22.6,0.7,19.4,0.16,,,,,,,93.13,0.24,355.52,,0.0,,,
2024-01-01 17:30:00,48.0,227.2,43.53,25.82,69.35,52.1,22.1,0.7,19.3,0.08,,,,,,,93.14,0.5,21.17,,0.0,,,
2024-01-01 17:45:00,48.0,227.2,43.89,27.87,71.76,54.9,22.4,0.7,19.2,0.32,,,,,,,93.13,0.43,23.83,,0.0,,,
2024-01-01 18:00:00,74.0,227.2,43.31,33.0,76.31,55.8,22.5,0.7,18.8,0.09,,,,,,,93.08,0.32,19.66,,0.0,,,
2024-01-01 18:15:00,76.0,359.51,44.3,34.48,78.78,56.8,22.1,0.7,19.3,0.32,,,,,,,93.07,0.13,258.87,,0.0,,,
2024-01-01 18:30:00,76.0,361.1,45.79,32.01,77.8,57.6,22.1,0.7,18.9,0.33,,,,,,,93.07,0.23,239.46,,0.0,,,
2024-01-01 18:45:00,76.0,361.1,45.75,29.94,75.69,56.3,21.8,0.7,19.5,0.09,,,,,,,93.07,0.14,264.71,,0.0,,,
2024-01-01 19:00:00,104.0,361.1,46.34,29.62,75.96,56.8,21.7,0.7,19.1,,,,,,,,93.11,0.1,257.27,,0.0,,,
2024-01-01 19:15:00,106.0,444.01,45.64,28.63,74.27,55.9,21.7,0.7,19.5,0.16,,,,,0.54,,93.11,0.43,190.34,,0.0,,,
2024-01-01 19:30:00,106.0,445.0,44.68,28.49,73.17,54.4,21.4,0.7,19.1,0.01,,,,,0.02,,93.11,0.13,338.17,,0.0,,,
2024-01-01 19:45:00,106.0,445.0,45.3,26.09,71.39,54.9,21.7,0.7,19.5,0.08,,,,,,,92.93,0.51,35.6,,0.0,,,
2024-01-01 20:00:00,102.0,445.0,44.82,23.48,68.3,52.2,21.4,0.7,19.6,0.09,,,,,,,92.83,0.13,348.58,,0.0,,,
2024-01-01 20:15:00,102.0,441.24,43.63,25.02,68.65,51.2,21.6,0.7,19.6,,,,,,,,92.63,0.6,21.3,,0.0,,,
2024-01-01 20:30:00,102.0,441.2,44.35,26.01,70.37,53.4,22.0,0.7,19.6,0.08,,,,,,,92.99,0.49,29.35,,0.0,,,
2024-01-01 20:45:00,102.0,441.2,45.25,27.55,72.8,56.2,22.5,0.7,19.4,0.16,,,,,,,92.29,0.39,25.57,,0.0,,,
2024-01-01 21:00:00,106.0,441.2,44.87,30.06,74.93,57.3,22.2,0.7,19.1,0.25,,,,,,,91.93,0.52,25.53,,0.0,,,
2024-01-01 21:15:00,106.0,426.97,44.33,32.17,76.49,58.1,22.4,0.7,19.4,0.25,,,,,,,91.17,0.71,41.72,,0.0,,,
2024-01-01 21:30:00,106.0,426.8,44.64,33.29,77.93,59.4,22.6,0.7,19.3,0.25,,,,,,,91.29,0.63,38.63,,0.0,,,
2024-01-01 21:45:00,106.0,426.8,44.84,34.19,79.03,60.1,22.5,0.6,19.3,0.09,,,,,,,91.32,0.1,332.73,,0.0,,,
2024-01-01 22:00:00,105.0,426.8,43.76,35.86,79.62,59.7,22.3,0.6,18.7,0.24,,,,,,,92.61,0.66,42.44,,0.0,,,
2024-01-01 22:15:00,105.0,378.09,45.86,31.14,77.0,59.0,22.4,0.6,19.3,0.09,,,,,,,92.19,0.46,24.31,,0.0,,,
2024-01-01 22:30:00,105.0,377.5,47.62,28.86,76.48,59.4,22.1,0.6,18.6,,,,,,,,91.69,0.4,33.25,,0.0,,,
2024-01-01 22:45:00,105.0,377.5,48.13,28.38,76.51,59.0,22.1,0.6,19.5,0.24,,,,,,,91.27,0.65,47.14,,0.0,,,
2024-01-01 23:00:00,91.0,377.5,47.61,29.07,76.68,58.7,21.5,0.6,18.8,0.16,,,,,,,91.65,0.65,25.97,,0.0,,,
2024-01-01 23:15:00,90.0,384.02,47.55,27.05,74.59,57.8,21.3,0.6,19.5,0.25,,,,,,,92.22,0.51,26.25,,0.0,,,
2024-01-01 23:30:00,90.0,384.1,47.61,27.33,74.94,58.0,21.6,0.6,18.8,0.01,,,,,,,92.19,0.15,149.29,,0.0,,,
2024-01-01 23:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-02 00:00:00,75.0,384.1,48.88,24.16,73.04,57.1,21.6,0.6,19.1,0.25,,,,,,,91.62,0.06,109.63,,0.0,,,
2024-01-02 00:15:00,74.0,317.62,49.4,25.53,74.93,58.7,22.0,0.6,19.1,0.01,,,,,,,91.77,0.26,20.42,,0.0,,,
2024-01-02 00:30:00,74.0,316.8,47.99,28.52,76.51,58.2,22.2,0.6,19.0,0.24,,,,,,,92.2,0.6,54.23,,0.0,,,
2024-01-02 00:45:00,74.0,316.8,48.25,30.01,78.26,59.1,22.3,0.6,18.9,0.13,,,,,,,92.33,0.35,112.93,,0.0,,,
2024-01-02 01:00:00,74.0,316.8,48.66,31.13,79.79,60.3,22.6,0.6,19.0,0.11,,,,,,,92.39,0.4,77.37,,0.0,,,
2024-01-02 01:15:00,74.0,280.93,48.58,30.66,79.25,61.1,22.7,0.6,19.0,0.12,,,,,,,92.52,0.35,34.69,,0.0,,,
2024-01-02 01:30:00,74.0,280.5,49.0,30.96,79.95,61.3,22.7,0.6,19.1,0.48,,,,,,,92.16,0.34,39.3,,0.0,,,
2024-01-02 01:45:00,74.0,280.5,48.95,31.76,80.71,62.3,22.6,0.6,19.0,0.06,,,,,,,91.95,0.52,31.01,,0.0,,,
2024-01-02 02:00:00,83.0,280.5,49.32,29.55,78.87,61.1,22.1,0.5,18.7,0.48,,,,,,,92.01,0.5,201.03,,0.0,,,
2024-01-02 02:15:00,84.0,307.67,48.51,26.13,74.64,59.0,21.7,0.5,19.4,0.18,,,,,,,92.1,0.29,121.6,,0.0,,,
2024-01-02 02:30:00,84.0,308.0,49.11,23.92,73.03,58.5,21.7,0.5,18.8,0.16,,,,,,,91.95,0.63,34.26,,0.0,,,
2024-01-02 02:45:00,84.0,308.0,48.15,23.09,71.24,56.1,21.4,0.5,19.4,0.25,,,,,,,91.36,0.62,47.61,,0.0,,,
2024-01-02 03:00:00,74.0,308.0,46.81,24.03,70.84,54.1,21.0,0.5,18.9,0.01,,,,,,,91.75,0.57,87.72,,0.0,,,
2024-01-02 03:15:00,73.0,302.17,47.37,21.68,69.05,53.7,21.1,0.5,19.6,0.32,,,,,,,91.76,0.71,47.53,,0.0,,,
2024-01-02 03:30:00,73.0,302.1,48.07,19.44,67.5,53.0,21.5,0.5,19.2,0.01,,,,,,,92.25,0.66,35.26,,0.0,,,
2024-01-02 03:45:00,73.0,302.1,47.22,17.56,64.79,50.7,21.3,0.5,19.4,0.24,,,,,,,91.89,0.27,201.07,,0.0,,,
2024-01-02 04:00:00,73.0,302.1,45.69,19.03,64.73,50.7,21.9,0.5,19.3,0.33,,,,,,,91.36,0.51,45.98,,0.0,,,
2024-01-02 04:15:00,73.0,286.98,45.08,20.33,65.41,51.5,22.0,0.5,19.3,0.01,,,,,,,91.6,0.41,23.2,,0.0,,,
2024-01-02 04:30:00,73.0,286.8,46.72,20.03,66.75,53.1,22.3,0.5,19.2,,,,,,,,91.54,0.55,23.0,,0.0,,,
2024-01-02 04:45:00,73.0,286.8,46.41,21.77,68.18,53.8,22.5,0.5,19.3,0.4,,,,,,,91.13,0.5,10.16,,0.0,,,
2024-01-02 05:00:00,76.0,286.8,46.97,23.4,70.36,54.4,22.3,0.5,19.0,0.01,,,,,,,91.13,0.27,34.04,,0.0,,,
2024-01-02 05:15:00,76.0,294.61,47.53,23.7,71.23,55.1,22.7,0.5,19.1,0.32,,,,,,,91.27,0.58,28.9,,0.0,,,
2024-01-02 05:30:00,76.0,294.7,46.97,25.67,72.64,55.8,22.9,0.5,18.7,0.17,,,,,,,91.66,0.66,36.62,,0.0,,,
2024-01-02 05:45:00,76.0,294.7,46.83,25.01,71.84,55.1,22.5,0.5,19.2,0.25,,,,,,,91.82,0.53,24.65,,0.0,,,
2024-01-02 06:00:00,80.0,294.7,47.49,23.96,71.45,53.6,22.0,0.5,18.6,0.17,,,,,,,91.96,0.41,35.98,,0.0,,,
2024-01-02 06:15:00,80.0,293.02,47.45,21.93,69.38,52.9,21.9,0.5,19.3,0.48,,,,,,,92.37,0.67,31.9,,0.0,,,
2024-01-02 06:30:00,80.0,293.0,47.23,20.29,67.52,52.9,22.1,0.5,18.8,0.88,,,,,,,92.25,0.46,40.57,,0.0,,,
2024-01-02 06:45:00,80.0,293.0,47.14,19.17,66.31,52.0,21.2,0.5,19.6,0.35,,,,,,,91.39,0.63,60.16,,0.0,,,
2024-01-02 07:00:00,81.0,293.0,47.53,18.34,65.88,51.5,21.5,0.5,18.8,0.18,,,,,,,91.13,0.71,49.04,,0.0,,,
2024-01-02 07:15:00,82.0,341.91,47.82,18.06,65.88,50.5,21.4,0.5,19.4,0.17,,,,,,,90.8,0.66,41.9,,0.0,,,
2024-01-02 07:30:00,82.0,342.5,46.92,16.07,62.99,48.6,21.6,0.5,19.4,0.32,,,,,,,90.91,0.49,83.21,,0.0,,,
2024-01-02 07:45:00,82.0,342.5,46.52,16.31,62.84,48.7,21.4,0.6,19.3,0.01,,,,,,,89.74,0.54,48.29,,0.0,,,
2024-01-02 08:00:00,76.0,342.5,46.08,17.93,64.01,50.4,22.3,0.6,19.2,0.15,,,,,,,89.01,0.47,64.49,,0.0,,,
2024-01-02 08:15:00,75.0,330.25,46.36,18.44,64.8,50.3,22.7,0.6,19.2,0.01,,,,,,,87.42,0.25,85.68,,0.0,,,
2024-01-02 08:30:00,75.0,330.1,47.83,20.08,67.9,53.1,22.7,0.6,19.3,,,,,,,,86.14,0.49,31.56,,0.0,,,
2024-01-02 08:45:00,75.0,330.1,49.29,20.71,70.0,55.1,22.7,0.6,19.1,0.15,,,,,,,85.0,0.39,38.12,,0.0,,,
2024-01-02 09:00:00,73.0,330.1,48.22,22.82,71.04,56.1,22.8,0.6,19.2,0.01,,,,,,,82.82,0.44,32.04,,0.0,,,
2024-01-02 09:15:00,72.0,272.09,47.41,23.51,70.92,56.2,22.6,0.6,19.2,0.32,,,,,,,79.69,0.55,26.98,,0.0,,,
2024-01-02 09:30:00,72.0,271.4,48.14,24.94,73.08,56.6,22.6,0.6,18.6,0.09,,,,,,,77.97,0.29,8.98,,0.0,,,
2024-01-02 09:45:00,72.0,271.4,48.18,22.75,70.93,55.5,22.6,0.6,18.4,0.32,,,,,,,74.77,0.52,45.02,,0.0,,,
2024-01-02 10:00:00,82.0,271.4,47.8,24.49,72.3,55.6,22.9,0.6,18.4,0.01,,,,,,,70.76,0.38,32.69,,0.0,,,
2024-01-02 10:15:00,,317.7,,,74.69,,,,,,,,,,,,,,,,0.0,,,
2024-01-02 10:30:00,83.0,317.7,48.69,27.21,75.9,59.3,23.8,0.7,18.5,0.08,,,,,,,63.51,0.47,67.08,,0.0,,,
2024-01-02 10:45:00,83.0,317.7,48.92,28.27,77.19,60.4,23.9,0.7,18.2,,,,,,,,58.22,0.58,53.97,,0.0,,,
2024-01-02 11:00:00,88.0,317.7,49.62,30.9,80.52,62.3,24.1,0.7,18.9,0.16,,,,,,,52.23,0.24,56.01,,0.0,,,
2024-01-02 11:15:00,88.0,242.55,49.09,34.93,84.01,66.7,24.1,0.6,19.6,0.32,,,,,,,53.51,0.38,46.2,,0.0,,,
2024-01-02 11:30:00,88.0,240.8,48.62,34.64,83.26,65.3,24.1,0.6,19.7,0.17,,,,,,,52.85,0.45,76.39,,0.0,,,
2024-01-02 11:45:00,88.0,240.8,47.94,35.65,83.6,63.2,23.6,0.6,19.5,0.48,,,,,,,51.48,0.53,40.57,,0.0,,,
2024-01-02 12:00:00,62.0,240.8,48.77,34.77,83.54,63.4,23.0,0.6,19.4,0.26,,,,,,,49.16,0.52,50.2,,0.0,,,
2024-01-02 12:15:00,,195.94,48.9,33.4,82.3,62.5,23.0,0.6,19.9,0.64,,,,,,,48.38,0.24,69.93,,0.0,,,
2024-01-02 12:30:00,60.0,194.9,48.45,33.61,82.07,62.0,22.8,0.6,19.6,0.42,,,,,,,45.09,0.29,55.46,,0.0,,,
2024-01-02 12:45:00,60.0,194.9,48.22,32.8,81.02,62.5,23.0,0.7,19.7,0.26,,,,,,,45.77,0.19,117.75,,0.0,,,
2024-01-02 13:00:00,45.0,194.9,47.92,33.56,81.48,62.4,23.2,0.6,20.2,0.09,,,,,,,44.61,0.55,42.51,,0.0,,,
2024-01-02 13:15:00,44.0,188.94,46.79,33.61,80.41,61.2,22.7,0.6,20.0,0.48,,,,,,,45.31,0.18,80.88,,0.0,,,
2024-01-02 13:30:00,44.0,188.8,45.72,30.81,76.53,59.1,23.0,0.6,19.4,0.64,,,,,,,45.27,0.44,71.44,,0.0,,,
2024-01-02 13:45:00,44.0,188.8,44.65,29.96,74.61,57.7,22.6,0.6,23.5,0.02,,,,,,,44.91,0.28,71.54,,0.0,,,
2024-01-02 14:00:00,42.0,188.8,41.44,33.61,75.05,55.9,22.3,0.6,24.1,0.16,,,,,,,44.59,0.5,34.88,,0.0,,,
2024-01-02 14:15:00,42.0,191.24,41.1,34.55,75.65,54.9,21.9,0.6,23.7,0.17,,,,,,,46.27,0.46,64.82,,0.0,,,
2024-01-02 14:30:00,42.0,191.3,40.14,32.83,72.97,54.3,21.9,0.6,23.8,0.25,,,,,,,53.24,0.37,57.03,,0.0,,,
2024-01-02 14:45:00,42.0,191.3,39.4,31.23,70.64,52.0,22.2,0.6,28.5,0.09,,,,,,,54.59,0.17,49.99,,0.0,,,
2024-01-02 15:00:00,46.0,191.3,39.25,30.75,69.99,52.1,21.8,0.6,49.4,0.24,,,,,,,59.15,0.26,40.24,,0.0,,,
2024-01-02 15:15:00,47.0,190.71,37.91,31.75,69.66,50.2,22.0,0.6,31.2,0.25,,,,,,,60.75,0.45,39.87,,0.0,,,
2024-01-02 15:30:00,47.0,190.7,37.66,32.33,69.99,51.7,21.7,0.6,23.7,0.4,,,,,,,61.84,0.05,37.77,,0.0,,,
2024-01-02 15:45:00,47.0,190.7,38.49,31.75,70.24,53.7,21.8,0.6,21.6,0.17,,,,,,,62.89,0.25,44.21,,0.0,,,
2024-01-02 16:00:00,64.0,190.7,39.31,30.9,70.21,53.6,22.3,0.6,21.5,0.08,,,,,,,63.41,0.62,44.38,,0.0,,,
2024-01-02 16:15:00,66.0,199.69,39.18,32.27,71.45,53.1,22.4,0.6,21.4,0.24,,,,,,,66.3,0.66,38.59,,0.0,,,
2024-01-02 16:30:00,66.0,199.9,39.99,33.04,73.03,53.8,22.1,0.6,20.9,0.09,,,,,,,69.84,0.23,14.15,,0.0,,,
2024-01-02 16:45:00,66.0,199.9,40.66,33.63,74.29,54.9,22.5,0.6,21.3,0.16,,,,,,,74.64,0.7,24.81,,0.0,,,
2024-01-02 17:00:00,92.0,199.9,41.43,33.25,74.68,55.5,22.3,0.6,22.5,0.01,,,,,,,78.6,0.72,27.9,,0.0,,,
2024-01-02 17:15:00,94.0,222.57,40.4,32.02,72.42,53.6,22.3,0.6,20.8,,,,,,,,83.12,0.11,350.18,,0.0,,,
2024-01-02 17:30:00,94.0,223.1,39.72,30.55,70.27,52.5,22.0,0.6,19.9,0.24,,,,,,,85.8,0.31,229.0,,0.0,,,
2024-01-02 17:45:00,94.0,223.1,40.66,28.91,69.57,52.6,22.0,0.6,20.0,0.56,,,,,,,91.24,0.45,51.18,,0.0,,,
2024-01-02 18:00:00,82.0,223.1,40.59,28.55,69.14,53.3,21.7,0.6,19.6,0.02,,,,,,,93.08,0.72,85.65,,0.0,,,
2024-01-02 18:15:00,81.0,310.17,41.36,28.41,69.77,53.6,21.6,0.6,19.9,0.08,,,,,,,93.1,0.69,63.15,,0.0,,,
2024-01-02 18:30:00,81.0,312.2,43.36,27.45,70.81,53.5,21.4,0.7,19.5,,,,,,,,93.09,0.47,65.5,,0.0,,,
2024-01-02 18:45:00,81.0,312.2,43.12,26.62,69.74,54.2,21.2,0.7,19.6,0.24,,,,,,,93.11,0.71,82.47,,0.0,,,
2024-01-02 19:00:00,71.0,312.2,40.78,26.25,67.03,48.4,20.8,0.7,19.7,0.01,,,,,,,93.13,0.58,43.61,,0.0,,,
2024-01-02 19:15:00,70.0,343.77,42.37,26.37,68.75,52.7,21.6,0.8,19.4,0.07,,,,,,,93.12,0.24,230.78,,0.0,,,
2024-01-02 19:30:00,70.0,344.5,43.78,27.8,71.58,56.8,21.7,0.9,19.4,0.08,,,,,,,93.11,0.12,270.37,,0.0,,,
